cityName,country,lat,lng,temp,humidity,cloudiness,winds
Nizwa,OM,22.93,57.53,67.63,43,0,3.71
Raton,US,36.9,-104.44,63.64,7,1,8.05
The Valley,AI,18.22,-63.06,80.6,74,20,13.87
San Juan Bautista,PY,-26.67,-57.15,61.15,72,8,10.09
Vila Velha,BR,-3.71,-38.6,78.8,78,75,10.29
Trairi,BR,-3.28,-39.27,79.24,100,0,17.47
Ambovombe,MG,-25.18,46.09,66.19,100,12,6.62
Keffi,NG,8.85,7.88,70.96,97,92,3.71
Joao Pinheiro,BR,-17.74,-46.17,69.16,86,64,10.2
Itaituba,BR,-4.26,-55.99,78.79,79,0,1.92
Dungarvan,IE,52.09,-7.62,42.8,87,0,8.05
Longyearbyen,NO,78.22,15.63,26.6,86,75,3.36
Humaita,AR,-24.93,-65.37,67.51,42,75,6.93
Novovarshavka,RU,54.17,74.7,51.61,49,0,14.45
Anchorage,US,61.22,-149.89,51.67,100,75,2.71
Russell,AR,-33.01,-68.8,64.4,52,0,4.7
San Luis,AR,-33.3,-66.34,69.7,39,0,15.46
Terney,RU,45.05,136.61,61.87,84,80,3.6
Mikhaylovka,RU,52.96,103.29,39.01,99,92,8.08
Zemio,CF,5.02,25.13,67.36,96,32,2.71
Pointe Michel,DM,15.25,-61.38,80.59,99,80,18.25
Kieta,PG,-6.22,155.63,78.79,100,44,6.73
Gat,SN,14.69,-16.54,78.97,94,0,8.63
Talbahat,IN,25.05,78.43,82.57,53,0,4.16
Bendigo,AU,-36.76,144.28,65.29,84,0,6.73
La Ronge,CA,55.1,-105.3,32.0,95,90,11.41
Atchison,US,39.56,-95.12,71.46,96,90,9.17
Bindura,ZW,-17.3,31.33,53.59,85,20,3.38
Trinidad,UY,-33.52,-56.9,45.85,62,0,9.19
Mastic Beach,US,40.77,-72.85,61.38,83,90,11.43
Tome,JP,38.69,141.2,73.4,83,75,10.29
Taperoa,BR,-7.21,-36.83,69.61,79,0,10.65
Gornopravdinsk,RU,60.06,69.92,56.38,57,64,9.42
Karachi,PK,24.87,67.03,69.8,88,0,7.4
Trat,TH,12.25,102.51,86.0,79,80,5.82
Rawson,AR,-43.3,-65.11,56.38,29,8,13.44
Saint Anthony,US,43.97,-111.68,43.74,10,1,4.7
Cotonou,BJ,6.37,2.43,78.8,88,40,6.93
Ketchikan,US,55.34,-131.65,51.3,71,90,11.41
Gueugnon,FR,46.6,4.06,51.8,81,0,4.27
Puquio,PE,-14.69,-74.12,36.04,96,24,3.15
Bilibino,RU,68.06,166.44,36.85,71,48,3.94
Qianan,CN,44.99,124.06,56.83,49,36,11.43
Rio Blanco,BO,-16.34,-67.55,39.2,93,40,5.82
San Policarpo,PH,12.18,125.51,82.66,100,44,2.59
Batouri,CM,4.44,14.36,68.98,95,56,3.04
Kumluca,TR,36.37,30.29,48.73,78,0,1.92
Vorukh,KG,39.85,70.57,35.32,79,32,1.14
Rock Sound,BS,24.9,-76.2,82.75,100,12,18.81
Laurel,US,45.67,-108.77,44.06,11,20,2.93
Grand-Santi,GF,4.27,-54.38,82.21,57,0,5.28
Richards Bay,ZA,-28.77,32.06,50.17,99,0,3.15
Vaitape,PF,-16.52,-151.75,77.98,100,24,15.35
Ugoofaaru,MV,5.67,73.0,78.97,100,92,20.6
Pacific Grove,US,36.62,-121.92,62.62,55,1,8.05
Miandoab,IR,36.97,46.1,57.2,62,20,16.11
Katakwi,UG,1.91,33.96,61.69,93,8,2.15
Camacari,BR,-12.7,-38.32,80.6,69,20,6.93
Samfya,ZM,-11.37,29.56,73.21,50,36,16.58
Dolneni,MK,41.42,21.45,48.2,93,0,2.15
Waldoboro,US,44.1,-69.38,43.25,96,1,3.15
Carballo,ES,43.21,-8.69,54.41,82,90,9.17
Pochutla,MX,15.74,-96.47,77.0,65,75,9.64
Deputatskiy,RU,69.3,139.9,26.14,91,44,3.94
Praia da Vitoria,PT,38.73,-27.07,66.2,82,40,30.56
Boa Esperanca,BR,-1.91,-60.0,85.09,61,32,2.37
Raudeberg,NO,61.99,5.14,46.4,75,92,14.99
Zaranj,AF,30.95,61.86,64.4,27,0,9.17
Colesberg,ZA,-30.72,25.1,39.37,50,0,2.37
Chuzhou,CN,32.25,118.33,73.4,46,0,8.95
Namwala,ZM,-15.75,26.45,66.01,51,0,12.44
Laje,BR,-13.18,-39.42,68.17,90,92,5.95
Skibbereen,IE,51.55,-9.27,42.8,87,0,8.05
Chadiza,ZM,-14.06,32.43,60.25,79,0,8.75
Atar,MR,20.52,-13.05,85.81,27,92,1.7
Carlsbad,CZ,50.23,12.87,42.06,93,0,3.36
Naze,NG,5.43,7.07,71.68,99,64,2.71
Fulton,US,43.32,-76.42,51.31,71,90,3.6
Panzhihua,CN,26.59,101.72,64.03,91,64,2.48
Lesnyye Polyany,RU,55.97,37.87,45.84,100,90,8.95
Conde,BR,-11.81,-37.61,75.19,89,80,6.51
Klyuchi,RU,52.25,79.17,46.93,57,0,5.17
Kuito,AO,-12.38,16.94,56.92,79,8,3.15
Berezovka,RU,57.6,57.31,39.64,96,80,6.96
Ossora,RU,59.24,163.07,43.78,98,80,22.5
Macultepec,MX,18.17,-92.83,78.8,83,40,4.16
Buta,CD,2.79,24.73,72.76,97,88,2.71
Havre-Saint-Pierre,CA,50.23,-63.6,39.2,80,75,6.93
Shetpe,KZ,44.14,52.16,52.69,58,88,8.3
Sungaipenuh,ID,-2.08,101.38,75.28,74,44,2.04
Sioux Lookout,CA,50.1,-91.92,34.61,93,90,4.7
Igrim,RU,63.19,64.42,41.44,95,92,2.59
Ontario,US,34.07,-117.65,70.14,63,20,10.29
